Comparison_Segment_ID,Sensor_Sat,Sensor,Satellite,Section,Match_Key,Start_Date,End_Date,Start_Day_Label,End_Day_Label,Start_Abs_Day_365,End_Abs_Day_365,Duration_Days,Exact_Category,Dataset_Category,Selection_Flags,NNJA_Active,ERA5_Active,ERA_Interim_Active,NNJA_Codes,ERA5_Codes,ERA_Interim_Codes,ERA_Visible_Colors,NNJA_Source_Kinds,NNJA_Segment_IDs,ERA5_Segment_IDs,ERA_Interim_Segment_IDs,ERA_Extended_Post_2019,Beyond_ERA_Source_Edge,Derived_Replacement_Satellite,Replacement_From,Extension_Action,Validation_Basis,Validation_Source_URLs,ERA_Source_Right_Edge_Day_Label,ERA_Source_Right_Edge_Date_365,ERA_Interim_Period,NNJA_Source_Labels,ERA_Source_Labels,Calendar,Precision_Note
46,IMAGER (MTSAT-1R),IMAGER,MTSAT-1R,Geostationary radiances,IMAGER|MTSAT-1R,2013-10-12,2013-12-28,2013-D285,2013-D362,13060,13137,78,ERA5,ERA5,ERA5,False,True,False,,green_thick,,green,,,43,,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,,MTSAT-1R GEOS Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
47,IMAGER (MTSAT-2),IMAGER,MTSAT-2,Geostationary radiances,IMAGER|MTSAT-2,2011-01-21,2011-11-23,2011-D021,2011-D327,12066,12372,307,ERA5,ERA5,ERA5,False,True,False,,green_thick,,green,,,36,,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,,MTSAT-2 GEOS Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
48,IMAGER (MTSAT-2),IMAGER,MTSAT-2,Geostationary radiances,IMAGER|MTSAT-2,2012-01-13,2012-11-15,2012-D013,2012-D319,12423,12729,307,ERA5,ERA5,ERA5,False,True,False,,green_thick,,green,,,37,,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,,MTSAT-2 GEOS Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
49,IMAGER (MTSAT-2),IMAGER,MTSAT-2,Geostationary radiances,IMAGER|MTSAT-2,2013-01-30,2013-10-25,2013-D030,2013-D298,12805,13073,269,ERA5,ERA5,ERA5,False,True,False,,green_thick,,green,,,38,,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,,MTSAT-2 GEOS Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
50,IMAGER (MTSAT-2),IMAGER,MTSAT-2,Geostationary radiances,IMAGER|MTSAT-2,2014-01-10,2014-11-12,2014-D010,2014-D316,13150,13456,307,ERA5,ERA5,ERA5,False,True,False,,green_thick,,green,,,39,,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,,MTSAT-2 GEOS Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
51,IMAGER (MTSAT-2),IMAGER,MTSAT-2,Geostationary radiances,IMAGER|MTSAT-2,2015-01-02,2016-01-07,2015-D002,2016-D007,13507,13877,371,ERA5,ERA5,ERA5,False,True,False,,green_thick,,green,,,40,,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,,MTSAT-2 GEOS Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
52,SEVIRI (METEOSAT 10),SEVIRI,METEOSAT 10,Geostationary radiances,SEVIRI|METEOSAT 10,2012-03-14,2012-03-14,2012-D073,2012-D073,12483,12483,1,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_marker,,,,vertical_marker,164,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,seviri METEOSAT 10,METEOSAT 10 GEOS Rad. Allsky; METEOSAT 10 GEOS Rad. derived,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
53,SEVIRI (METEOSAT 10),SEVIRI,METEOSAT 10,Geostationary radiances,SEVIRI|METEOSAT 10,2012-12-09,2013-01-29,2012-D343,2013-D029,12753,12804,52,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick; blue_thin,,,,horizontal,155; 165,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,seviri METEOSAT 10,METEOSAT 10 GEOS Rad. Allsky; METEOSAT 10 GEOS Rad. derived,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
54,SEVIRI (METEOSAT 10),SEVIRI,METEOSAT 10,Geostationary radiances,SEVIRI|METEOSAT 10,2013-01-30,2015-12-25,2013-D030,2015-D359,12805,13864,1060,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick; blue_thin,blue_thick,blue_thick,blue,horizontal,155; 165,18,18,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,seviri METEOSAT 10,METEOSAT 10 GEOS Rad. Allsky; METEOSAT 10 GEOS Rad. derived,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
55,SEVIRI (METEOSAT 10),SEVIRI,METEOSAT 10,Geostationary radiances,SEVIRI|METEOSAT 10,2015-12-26,2016-01-06,2015-D360,2016-D006,13865,13876,12,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick; blue_thin,,,,horizontal,155; 165,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,seviri METEOSAT 10,METEOSAT 10 GEOS Rad. Allsky; METEOSAT 10 GEOS Rad. derived,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
56,SEVIRI (METEOSAT 10),SEVIRI,METEOSAT 10,Geostationary radiances,SEVIRI|METEOSAT 10,2016-01-07,2018-02-11,2016-D007,2018-D042,13877,14642,766,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick; blue_thin,grey_thick,grey_thick,grey,horizontal,155; 165,19,19,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,seviri METEOSAT 10,METEOSAT 10 GEOS Rad. Allsky; METEOSAT 10 GEOS Rad. derived,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
57,SEVIRI (METEOSAT 10),SEVIRI,METEOSAT 10,Geostationary radiances,SEVIRI|METEOSAT 10,2018-02-12,2018-04-08,2018-D043,2018-D098,14643,14698,56,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick; blue_thin,,,,horizontal,155; 165,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,seviri METEOSAT 10,METEOSAT 10 GEOS Rad. Allsky; METEOSAT 10 GEOS Rad. derived,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
58,SEVIRI (METEOSAT 10),SEVIRI,METEOSAT 10,Geostationary radiances,SEVIRI|METEOSAT 10,2018-04-09,2018-06-19,2018-D099,2018-D170,14699,14770,72,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thin,,,,horizontal,155,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,seviri METEOSAT 10,METEOSAT 10 GEOS Rad. Allsky; METEOSAT 10 GEOS Rad. derived,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
59,SEVIRI (METEOSAT 10),SEVIRI,METEOSAT 10,Geostationary radiances,SEVIRI|METEOSAT 10,2023-03-15,2023-03-20,2023-D074,2023-D079,16499,16504,6,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_thick,,,,horizontal,156,,,False,True,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,seviri METEOSAT 10,METEOSAT 10 GEOS Rad. Allsky; METEOSAT 10 GEOS Rad. derived,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
60,SEVIRI (METEOSAT 10),SEVIRI,METEOSAT 10,Geostationary radiances,SEVIRI|METEOSAT 10,2023-03-21,2025-06-15,2023-D080,2025-D166,16505,17321,817,"ERA5, NNJA","ERA5, NNJA","ERA5; NNJA; ERA5, NNJA",True,True,False,black_thick,grey_thick,,grey,horizontal,156,17,,True,True,True,METEOSAT 11,derived_primary_replacement,Derived continuation: Meteosat-10 full-disk service at 0 degrees from the March 2023 Meteosat-10/Meteosat-11 swap until Meteosat-12 prime service began.,https://osi-saf.eumetsat.int/community/list-of-service-messages/meteosat-10meteosat-11-swap-operations-planned-21032023; https://space.oscar.wmo.int/satellites/view/meteosat_10; https://www.eumetsat.int/meteosat-12-begins-prime-service-duty,2019-D251,2019-09-08,1979-01-01..2019-09-30,seviri METEOSAT 10,METEOSAT 10 GEOS Rad. Allsky; METEOSAT 10 GEOS Rad. derived,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
61,SEVIRI (METEOSAT 10),SEVIRI,METEOSAT 10,Geostationary radiances,SEVIRI|METEOSAT 10,2025-06-16,2025-12-31,2025-D167,2025-D365,17322,17520,199,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_thick,,,,horizontal,156,,,False,True,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,seviri METEOSAT 10,METEOSAT 10 GEOS Rad. Allsky; METEOSAT 10 GEOS Rad. derived,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
62,SEVIRI (METEOSAT 11),SEVIRI,METEOSAT 11,Geostationary radiances,SEVIRI|METEOSAT 11,2018-02-24,2018-04-07,2018-D055,2018-D097,14655,14697,43,"ERA5, ERA-Interim","ERA5, ERA-Interim",ERA5; ERA-Interim,False,True,True,,grey_thick,grey_thick,grey,,,17,17,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,seviri METEOSAT 11,METEOSAT 11 GEOS Rad. Allsky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
63,SEVIRI (METEOSAT 11),SEVIRI,METEOSAT 11,Geostationary radiances,SEVIRI|METEOSAT 11,2018-04-08,2019-09-08,2018-D098,2019-D251,14698,15216,519,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick; blue_thin,grey_thick,grey_thick,grey,horizontal,150; 168,17,17,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,seviri METEOSAT 11,METEOSAT 11 GEOS Rad. Allsky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
64,SEVIRI (METEOSAT 11),SEVIRI,METEOSAT 11,Geostationary radiances,SEVIRI|METEOSAT 11,2019-09-09,2019-09-30,2019-D252,2019-D273,15217,15238,22,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick; blue_thin,grey_thick,grey_thick,grey,horizontal,150; 168,17,17,True,True,False,,era_interim_period_cap; extend_until_primary_replacement,ERA-Interim is active only from 1979-01 through 2019-09; cap applied regardless of ERA5 extension.; Meteosat-10 replaced Meteosat-11 as the prime operational satellite at 0 degrees on 2023-03-21.,https://osi-saf.eumetsat.int/community/list-of-service-messages/meteosat-10meteosat-11-swap-operations-planned-21032023; https://space.oscar.wmo.int/satellites/view/meteosat_11,2019-D251,2019-09-08,1979-01-01..2019-09-30,seviri METEOSAT 11,METEOSAT 11 GEOS Rad. Allsky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
65,SEVIRI (METEOSAT 11),SEVIRI,METEOSAT 11,Geostationary radiances,SEVIRI|METEOSAT 11,2019-10-01,2022-01-06,2019-D274,2022-D006,15239,16066,828,"ERA5, NNJA","ERA5, NNJA","ERA5; NNJA; ERA5, NNJA",True,True,False,blue_thick; blue_thin,grey_thick,,grey,horizontal,150; 168,17,,True,True,False,,extend_until_primary_replacement,Meteosat-10 replaced Meteosat-11 as the prime operational satellite at 0 degrees on 2023-03-21.,https://osi-saf.eumetsat.int/community/list-of-service-messages/meteosat-10meteosat-11-swap-operations-planned-21032023; https://space.oscar.wmo.int/satellites/view/meteosat_11,2019-D251,2019-09-08,1979-01-01..2019-09-30,seviri METEOSAT 11,METEOSAT 11 GEOS Rad. Allsky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
66,SEVIRI (METEOSAT 11),SEVIRI,METEOSAT 11,Geostationary radiances,SEVIRI|METEOSAT 11,2022-01-07,2022-01-07,2022-D007,2022-D007,16067,16067,1,"ERA5, NNJA","ERA5, NNJA","ERA5; NNJA; ERA5, NNJA",True,True,False,blue_thick; blue_thin,grey_thick,,grey,horizontal,150; 151; 168,17,,True,True,False,,extend_until_primary_replacement,Meteosat-10 replaced Meteosat-11 as the prime operational satellite at 0 degrees on 2023-03-21.,https://osi-saf.eumetsat.int/community/list-of-service-messages/meteosat-10meteosat-11-swap-operations-planned-21032023; https://space.oscar.wmo.int/satellites/view/meteosat_11,2019-D251,2019-09-08,1979-01-01..2019-09-30,seviri METEOSAT 11,METEOSAT 11 GEOS Rad. Allsky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
67,SEVIRI (METEOSAT 11),SEVIRI,METEOSAT 11,Geostationary radiances,SEVIRI|METEOSAT 11,2022-01-08,2022-10-21,2022-D008,2022-D294,16068,16354,287,"ERA5, NNJA","ERA5, NNJA","ERA5; NNJA; ERA5, NNJA",True,True,False,blue_thick,grey_thick,,grey,horizontal,151; 168,17,,True,True,False,,extend_until_primary_replacement,Meteosat-10 replaced Meteosat-11 as the prime operational satellite at 0 degrees on 2023-03-21.,https://osi-saf.eumetsat.int/community/list-of-service-messages/meteosat-10meteosat-11-swap-operations-planned-21032023; https://space.oscar.wmo.int/satellites/view/meteosat_11,2019-D251,2019-09-08,1979-01-01..2019-09-30,seviri METEOSAT 11,METEOSAT 11 GEOS Rad. Allsky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
68,SEVIRI (METEOSAT 11),SEVIRI,METEOSAT 11,Geostationary radiances,SEVIRI|METEOSAT 11,2022-10-22,2022-10-22,2022-D295,2022-D295,16355,16355,1,"ERA5, NNJA","ERA5, NNJA","ERA5; NNJA; ERA5, NNJA",True,True,False,blue_thick; blue_thin,grey_thick,,grey,horizontal,151; 168; 169,17,,True,True,False,,extend_until_primary_replacement,Meteosat-10 replaced Meteosat-11 as the prime operational satellite at 0 degrees on 2023-03-21.,https://osi-saf.eumetsat.int/community/list-of-service-messages/meteosat-10meteosat-11-swap-operations-planned-21032023; https://space.oscar.wmo.int/satellites/view/meteosat_11,2019-D251,2019-09-08,1979-01-01..2019-09-30,seviri METEOSAT 11,METEOSAT 11 GEOS Rad. Allsky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
69,SEVIRI (METEOSAT 11),SEVIRI,METEOSAT 11,Geostationary radiances,SEVIRI|METEOSAT 11,2022-10-23,2023-03-20,2022-D296,2023-D079,16356,16504,149,"ERA5, NNJA","ERA5, NNJA","ERA5; NNJA; ERA5, NNJA",True,True,False,blue_thick; blue_thin,grey_thick,,grey,horizontal,151; 169,17,,True,True,False,,extend_until_primary_replacement,Meteosat-10 replaced Meteosat-11 as the prime operational satellite at 0 degrees on 2023-03-21.,https://osi-saf.eumetsat.int/community/list-of-service-messages/meteosat-10meteosat-11-swap-operations-planned-21032023; https://space.oscar.wmo.int/satellites/view/meteosat_11,2019-D251,2019-09-08,1979-01-01..2019-09-30,seviri METEOSAT 11,METEOSAT 11 GEOS Rad. Allsky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
70,SEVIRI (METEOSAT 11),SEVIRI,METEOSAT 11,Geostationary radiances,SEVIRI|METEOSAT 11,2023-03-21,2023-04-19,2023-D080,2023-D109,16505,16534,30,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick; blue_thin,,,,horizontal,151; 169,,,False,True,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,seviri METEOSAT 11,METEOSAT 11 GEOS Rad. Allsky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
71,SEVIRI (METEOSAT 11),SEVIRI,METEOSAT 11,Geostationary radiances,SEVIRI|METEOSAT 11,2023-04-20,2023-04-20,2023-D110,2023-D110,16535,16535,1,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick; blue_thin,,,,horizontal,151; 152; 169,,,False,True,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,seviri METEOSAT 11,METEOSAT 11 GEOS Rad. Allsky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
72,SEVIRI (METEOSAT 11),SEVIRI,METEOSAT 11,Geostationary radiances,SEVIRI|METEOSAT 11,2023-04-21,2025-12-31,2023-D111,2025-D365,16536,17520,985,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thin,,,,horizontal,152; 169,,,False,True,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,seviri METEOSAT 11,METEOSAT 11 GEOS Rad. Allsky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
73,SEVIRI (METEOSAT 12),SEVIRI,METEOSAT 12,Geostationary radiances,SEVIRI|METEOSAT 12,2025-06-16,2025-12-31,2025-D167,2025-D365,17322,17520,199,ERA5,ERA5,ERA5,False,True,False,,grey_thick,,grey,,,17,,True,True,True,METEOSAT 10/METEOSAT 11,derived_primary_replacement,Derived continuation: Meteosat-12 began prime geostationary service on 2025-06-16.,https://www.eumetsat.int/meteosat-12-begins-prime-service-duty,2019-D251,2019-09-08,1979-01-01..2019-09-30,,METEOSAT 12 GEOS Rad. derived,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
74,SEVIRI (METEOSAT 8),SEVIRI,METEOSAT 8,Geostationary radiances,SEVIRI|METEOSAT 8,2004-05-07,2005-01-17,2004-D127,2005-D017,9617,9872,256,"ERA5, ERA-Interim","ERA5, ERA-Interim",ERA5; ERA-Interim,False,True,True,,blue_thick,blue_thick,blue,,,23,23,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,seviri METEOSAT 8,METEOSAT 8 GEOS Rad. Allsky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
75,SEVIRI (METEOSAT 8),SEVIRI,METEOSAT 8,Geostationary radiances,SEVIRI|METEOSAT 8,2005-02-11,2007-04-13,2005-D042,2007-D103,9897,10688,792,"ERA5, ERA-Interim","ERA5, ERA-Interim",ERA5; ERA-Interim,False,True,True,,blue_thick,blue_thick,blue,,,24,24,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,seviri METEOSAT 8,METEOSAT 8 GEOS Rad. Allsky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
76,SEVIRI (METEOSAT 8),SEVIRI,METEOSAT 8,Geostationary radiances,SEVIRI|METEOSAT 8,2016-12-26,2017-03-02,2016-D360,2017-D061,14230,14296,67,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick; blue_thin,,,,horizontal,147; 166,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,seviri METEOSAT 8,METEOSAT 8 GEOS Rad. Allsky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
77,SEVIRI (METEOSAT 8),SEVIRI,METEOSAT 8,Geostationary radiances,SEVIRI|METEOSAT 8,2017-03-03,2019-09-08,2017-D062,2019-D251,14297,15216,920,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick; blue_thin,grey_thick,grey_thick,grey,horizontal,147; 166,25,25,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,seviri METEOSAT 8,METEOSAT 8 GEOS Rad. Allsky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
